ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
KY0810000,9,0,16,2,0,42,10,68,4,0,15
GA0810100,13,2,4,1,0,20,3,27,0,1,15
CO0080200,13,0,7,0,0,36,3,46,1,0,14
MA0094000,39,1,41,0,0,136,9,186,4,5,48
OH0502000,0,0,5,0,0,6,0,11,3,0,3
PA0022100,0,1,1,0,0,55,5,61,3,0,3
OH0131500,16,0,21,1,0,313,25,359,14,1,32
WVWSP3200,10,1,10,0,0,23,1,34,3,0,13
KS0191200,0,0,0,0,0,0,0,0,0,0,0
MO1050600,0,0,2,0,0,28,2,32,0,0,0
FL0531300,82,0,74,0,0,332,27,433,9,10,101
TX2520200,6,0,7,0,0,14,0,21,1,1,8
AZDI02300,4,0,1,0,0,33,1,35,1,0,5
CA0240200,29,1,14,0,0,37,20,71,2,3,34
NJNPD0000,974,29,537,53,1,2869,2133,5539,86,469,1582
NY0143000,11,0,12,0,0,76,5,93,0,2,13
KS0520100,178,9,164,9,0,595,105,864,30,16,233
KYKSP1000,13,4,57,1,0,81,49,187,26,6,46
NJ0041000,5,0,32,0,0,92,1,125,0,9,14
WVWSP0400,4,2,12,0,0,35,4,51,2,0,6
PA0466200,2,0,0,0,0,7,0,7,6,0,8
MA0030500,4,0,4,0,0,11,4,19,3,1,8
MO1130100,21,0,36,1,0,139,17,192,4,0,26
VA0800200,11,0,6,0,0,132,20,158,2,3,16
PA0020L00,0,0,0,0,0,14,2,16,0,0,0
LA0310700,0,0,1,0,0,45,2,48,2,0,2
VTVSP0800,34,1,18,0,0,54,4,76,7,1,42
OH0620400,2,0,0,0,0,0,0,0,0,0,2
KY1000500,0,0,0,0,0,7,0,7,0,0,0
TX1570100,11,0,12,0,0,42,11,65,4,1,16
IL0221500,0,0,1,0,0,17,3,21,0,0,0
PA0463100,16,0,16,0,0,236,16,268,0,2,18
NJ0070000,52,1,23,1,0,86,31,140,2,26,81
PA0021U00,3,1,1,0,0,13,2,16,0,0,3
GA1080000,15,1,44,0,0,526,27,597,9,4,28
MO0191200,0,0,0,0,0,1,0,1,0,0,0
OR0060200,72,11,213,1,0,643,72,928,13,12,98
WA0220700,0,0,4,0,0,4,2,10,0,0,0
WI0010200,1,0,4,0,0,15,0,19,2,0,3
TX1010200,7,0,47,0,0,259,62,368,4,16,27
SC0390500,18,0,3,0,0,113,4,120,2,0,20
MI5255900,23,1,7,0,0,119,13,139,15,2,40
AR0250000,37,1,0,1,0,72,12,84,9,0,47
KY0600200,0,0,0,0,0,1,0,1,0,0,0
PA0211900,1,0,0,0,0,1,0,1,0,0,1
MO0940600,40,2,18,0,0,673,48,739,11,5,56
MA0145300,7,0,3,0,0,8,4,15,1,1,9
NY0515200,4,0,2,0,0,89,5,96,0,0,4
OH0210500,4,0,5,0,0,80,3,88,2,0,6
TN0040100,4,0,5,0,0,22,1,28,0,0,4
PA0029400,0,0,1,0,0,20,0,21,0,0,0
NH0045200,0,0,0,0,0,1,0,1,0,0,0
MN0030400,0,0,1,0,0,1,1,3,1,0,1
IL0620100,3,0,0,0,0,7,2,9,1,0,4
CA0290000,159,5,145,1,0,218,3,366,38,15,213
IL0164B00,0,0,8,0,0,26,3,37,1,0,1
DE0011800,0,0,0,0,0,10,0,10,0,0,0
NY0470000,3,1,2,0,0,10,0,12,0,0,3
TN0480200,16,1,10,0,0,23,4,37,0,1,17
MT0240000,98,3,33,2,0,161,63,257,15,1,116
PA038SP00,7,3,33,0,4,125,26,184,16,2,25
NY0262100,2,0,4,0,0,17,4,25,1,0,3
AR0180100,547,8,203,12,0,739,189,1131,25,44,628
OR008SP00,3,0,1,0,0,26,0,27,1,0,4
AR0080100,7,2,36,0,0,150,5,191,4,1,12
MD0220400,0,0,1,0,0,14,2,17,1,0,1
CA0363900,0,2,13,0,0,23,2,38,0,0,0
TX0611300,58,2,26,1,0,197,41,264,24,6,89
WI0080100,3,0,2,1,0,12,1,15,4,0,8
WI0460100,13,2,20,0,0,166,13,199,0,3,16
WY0230000,2,0,4,0,0,15,1,20,0,0,2
CA0120500,19,7,25,0,0,158,27,210,15,7,41
IA0420100,33,0,5,0,0,72,3,80,6,1,40
ID0140100,245,8,107,3,0,629,139,875,48,1,297
NJ0022200,1,0,7,0,0,42,8,57,0,3,4
VA054SP00,0,1,0,1,0,2,0,2,0,0,1
GA1290400,0,0,0,0,0,5,1,6,0,0,0
AL0620300,0,0,0,2,0,8,0,8,0,1,3
OK0660000,38,1,137,1,0,230,43,410,21,1,61
MN0730500,5,0,17,0,0,57,6,80,1,0,6
NB0170000,13,0,0,0,0,5,2,7,1,1,15
OH0180200,16,0,14,0,0,388,46,448,5,1,22
MI6354700,48,0,54,0,1,411,70,535,7,13,68
NY0192100,5,0,10,0,0,68,0,78,1,0,6
NM0080200,152,8,100,1,0,650,145,895,10,13,176
IN0491900,3,0,31,1,0,185,16,232,1,5,10
NY0532400,10,0,6,0,0,23,2,31,2,0,12
PA034SP00,17,0,40,0,0,81,6,127,18,0,35
PA0463700,0,0,0,0,0,4,1,5,1,0,1
MA0141500,144,5,60,1,1,207,42,309,22,19,186
MO0955700,49,0,28,2,0,53,48,129,0,6,57
NJ0170200,1,0,1,0,0,11,1,13,0,0,1
WI0680700,2,0,2,0,0,99,0,101,1,0,3
NY0222700,0,0,2,0,0,7,0,9,0,0,0
CA0196400,67,11,175,3,0,820,334,1329,9,43,122
KY0210100,1,1,4,0,0,11,2,17,0,0,1
MA0082200,7,0,17,0,0,154,0,171,5,0,12
NY0012500,5,0,8,0,0,88,10,106,1,2,8
DE0020900,2,0,2,0,0,16,0,18,0,0,2
TX2200700,3,0,1,0,0,15,2,18,1,0,4
MI8293900,4,0,0,0,0,175,127,302,0,2,6
KY0680100,1,0,0,0,0,0,0,0,0,0,1
KS0860000,0,0,0,0,0,0,0,0,0,0,0
NH0051200,0,0,0,0,0,1,0,1,0,0,0
WA0272500,10,3,109,0,0,253,72,434,8,4,22
MA0080900,6,0,1,0,0,12,4,17,0,0,6
KY0610100,1,0,14,0,0,22,5,41,2,0,3
CA0300200,57,6,166,1,0,1254,123,1543,7,26,91
MO0953100,3,0,3,0,0,65,18,86,1,0,4
OK0710000,12,0,5,0,0,8,2,15,3,0,15
CO0420100,28,8,29,2,0,215,22,266,11,5,46
TN0660200,13,0,8,0,0,19,3,30,0,0,13
GA0445400,0,0,2,0,0,7,3,12,0,0,0
FL0640100,583,1,259,13,0,1560,244,2063,55,65,716
TX2201100,22,1,42,5,0,152,52,246,9,14,50
OK0400000,35,3,50,1,0,110,56,216,3,2,41
OH0571600,9,0,2,0,0,21,2,25,1,1,11
PA004SP00,18,0,8,2,0,31,2,41,8,3,31
MN0274300,170,31,6,3,1,329,15,350,10,136,319
ND0170000,2,0,0,0,0,7,1,8,2,0,4
FL0410400,4,0,1,0,0,29,3,33,0,0,4
TX0250000,23,3,61,0,0,97,17,175,9,2,34
AR0340600,2,0,1,0,0,6,1,8,0,0,2
SC0460400,49,0,44,1,0,281,17,342,3,7,60
GA0430400,0,0,0,0,0,0,0,0,1,0,1
NC0510200,37,1,38,0,0,131,15,184,6,4,47
NY227UN00,0,0,1,0,0,26,1,28,0,0,0
AL0520700,7,1,7,1,0,38,7,52,0,0,8
TX1780300,44,3,88,0,0,199,13,300,8,3,55
TX0010100,94,3,122,1,2,340,31,493,31,7,133
IL0601900,3,0,4,0,0,5,2,11,1,0,4
MO0390500,9,0,9,0,0,26,4,39,1,0,10
CA0071400,57,7,78,0,0,349,129,556,18,31,106
KS0850100,141,26,211,3,0,1165,123,1499,31,28,203
MO0280300,19,1,13,0,0,45,4,62,5,0,24
CO0622800,8,1,1,0,0,12,7,20,4,0,12
OH0840400,0,1,3,0,0,12,0,15,2,0,2
IN0321200,1,0,1,0,0,1,0,2,2,0,3
TN0520000,44,4,41,1,0,125,33,199,3,3,51
TX2340000,24,1,85,0,0,165,20,270,16,4,44
MI7707700,9,2,11,0,0,23,4,38,7,0,16
VA098SP00,5,0,0,0,0,0,0,0,0,0,5
AR0700000,82,2,56,1,0,139,20,215,1,0,84
OK0310400,2,0,0,0,0,0,0,0,0,0,2
WA0270400,15,1,14,1,0,37,15,66,1,0,17
AL0260400,2,0,3,0,0,2,0,5,0,0,2
AZ0071F00,88,4,85,0,2,602,30,717,16,1,105
NH0091400,1,0,1,0,0,2,0,3,0,0,1
WY0190100,15,2,8,2,0,78,5,91,5,0,22
OH0180700,1,0,3,0,0,2,3,8,0,0,1
NY343SF00,4,3,0,0,0,12,1,13,9,0,13
OR0340200,60,9,58,1,0,382,44,484,17,11,89
SD0110400,7,0,0,0,0,1,0,1,1,0,8
RI0020100,11,0,33,0,0,301,21,355,14,1,26
PA0180600,0,0,0,0,0,0,0,0,0,0,0
KY0790200,3,0,8,0,0,31,0,39,1,1,5
FL0139300,29,0,19,2,0,315,77,411,3,4,38
CA0390400,13,1,14,0,0,167,15,196,6,6,25
MN0220000,3,0,6,0,0,5,9,20,0,0,3
MA0090400,18,0,4,0,0,33,5,42,1,0,19
KY1130000,3,1,19,0,0,36,12,67,3,0,6
OK0251300,4,0,5,0,0,9,5,19,0,0,4
NY0353700,1,0,0,0,0,12,0,12,0,0,1
VT0040400,36,1,33,1,0,284,26,343,3,7,47
PA0095700,0,0,1,0,0,6,0,7,0,0,0
FL0640700,37,0,27,0,0,141,26,194,1,2,40
AR0210000,3,0,1,1,0,1,0,2,0,0,4
VA035SP00,1,0,1,0,0,3,0,4,1,0,2
MA0094400,8,0,4,0,0,24,2,30,2,1,11
CA0196300,7,1,65,0,0,88,20,173,0,2,9
MI4404400,24,0,20,0,4,20,4,44,17,0,41
OK0200200,7,0,16,0,0,120,13,149,1,1,9
FL0131900,44,0,25,0,0,262,0,287,7,14,65
TX1552600,2,0,10,0,0,6,2,18,1,0,3
MN0610000,3,0,3,0,0,19,3,25,1,0,4
TX2400600,0,0,0,0,0,14,0,14,1,0,1
NB0810000,4,1,1,1,0,6,3,10,2,0,7
PA0101100,0,0,0,0,0,8,0,8,0,0,0
NY0590100,54,3,17,1,0,250,9,276,2,11,68
NJ0200300,6,3,71,0,0,144,29,244,3,0,9
GA0310500,0,0,0,0,0,1,0,1,0,0,0
TX1701600,5,0,1,0,0,57,7,65,1,1,7
TN0700000,26,2,53,2,0,157,58,268,4,1,33
MN0691400,36,2,21,0,0,140,18,179,6,2,44
PA0402000,3,1,5,0,0,9,2,16,0,1,4
MI1750800,0,0,0,0,0,7,2,9,1,0,1
PA0362900,0,0,0,0,0,13,0,13,1,0,1
GA0445100,12,3,9,0,1,63,1,73,4,7,23
MA0011100,3,0,10,0,0,18,2,30,2,1,6
NC0110600,12,0,31,0,0,44,12,87,3,0,15
OH0771700,6,0,1,0,0,15,0,16,1,0,7
WI0137600,2,0,16,0,0,100,3,119,5,1,8
AL0230500,0,0,0,0,0,1,0,1,0,0,0
NJ0025600,6,1,21,0,0,166,31,218,0,1,7
TX1082500,0,0,0,0,0,9,0,9,2,0,2
IL0991700,3,0,2,0,0,12,2,16,1,1,5
VT0040600,10,1,5,0,0,62,2,69,7,0,17
MI5976100,0,0,0,0,0,6,0,6,1,0,1
MN0080000,1,0,0,0,0,14,3,17,0,0,1
MO0840000,27,7,52,2,0,121,32,205,11,4,44
WV0180100,26,0,7,0,0,26,1,34,1,0,27
CA036200X,61,0,15,1,0,58,5,78,7,3,72
WA0240000,24,2,153,4,0,167,48,368,6,1,35
AL0200100,0,0,0,0,0,6,0,6,0,0,0
WI0040000,14,0,43,2,0,74,7,124,1,0,17
OR014SP00,2,0,1,0,0,4,1,6,0,0,2
WI0682600,3,0,1,0,0,4,0,5,0,0,3
CA0195800,4,0,48,0,0,85,2,135,1,4,9
SC0020100,156,2,80,2,5,971,62,1113,19,13,190
NJ0043100,10,1,7,0,0,284,15,306,2,3,15
IL0790300,14,0,4,0,0,28,0,32,3,0,17
LA0190000,24,2,21,0,0,78,26,125,3,2,29
MI7294600,1,0,2,0,0,13,0,15,2,0,3
MD0110400,2,0,6,0,0,23,0,29,2,0,4
GA1390000,10,0,7,0,0,29,8,44,1,0,11
MOKPD0000,5875,134,2886,166,14,15023,6086,23995,379,1118,7538
IL0990400,29,1,23,1,0,160,32,215,16,7,53
VA1110000,223,23,274,21,2,3387,374,4035,45,86,375
MI1124900,186,5,68,6,0,613,139,820,26,19,237
MA0070700,1,1,0,0,0,3,1,4,1,0,2
TN0610100,21,0,2,0,0,38,4,44,3,0,24
WI0470200,0,0,2,0,0,9,0,11,0,0,0
OH0770700,5,0,2,0,0,211,5,218,2,0,7
LA0140100,9,1,12,0,0,9,3,24,1,1,11
OH0481100,6,0,7,0,0,24,0,31,1,1,8
SD0630400,1,0,1,0,0,5,0,6,0,0,1
MI0600600,3,1,1,0,0,0,0,1,7,0,10
TX0450300,1,0,5,0,0,7,3,15,0,2,3
KS0871000,0,0,0,0,0,18,2,20,0,0,0
GA1430000,12,0,10,0,0,36,8,54,3,1,16
MO1110000,29,1,36,0,0,32,17,85,14,2,45
TX2120400,434,1,274,11,1,2038,211,2523,87,43,575
NB0620100,3,0,0,0,0,4,0,4,0,0,3
CA0100400,32,0,17,0,0,59,18,94,1,0,33
CA0342000,3,0,1,0,0,46,7,54,0,0,3
MI7325800,3,0,5,0,0,55,2,62,1,0,4
MA0142600,13,0,6,0,1,65,4,75,5,2,20
MI3603600,6,0,7,0,0,9,4,20,7,0,13
CA0570400,55,2,58,1,0,404,75,537,9,28,93
CA019A900,34,0,0,0,0,4,0,4,10,0,44
NH0084000,0,0,0,0,0,2,0,2,0,0,0
SC0460600,1,0,3,0,0,28,1,32,1,0,2
IL0991400,6,0,10,0,0,34,3,47,2,1,9
LA0150200,11,0,23,1,0,99,10,132,2,0,14
TX2272300,5,0,4,0,0,17,9,30,1,0,6
WI0130800,0,1,23,0,0,227,10,260,5,1,6
TN0580000,52,0,27,0,0,99,49,175,3,0,55
CT0013900,4,0,12,0,0,56,12,80,4,0,8
NM0040500,5,0,1,0,0,13,0,14,0,0,5
IL0620000,0,1,22,0,0,16,6,44,1,0,1
PA0460100,28,1,51,1,0,886,56,993,7,27,63
LA0510400,37,0,9,0,0,23,5,37,0,0,37
MA0081200,85,3,37,1,0,308,18,363,23,5,114
AR0470200,126,5,82,3,0,92,26,200,4,9,142
KS0220000,3,0,4,0,0,8,5,17,0,0,3
PA046SP00,45,7,35,1,0,193,19,247,11,4,61
AL0670400,1,0,3,0,0,5,0,8,0,0,1
NC0020000,58,0,111,1,0,210,31,352,10,1,70
PA0460900,1,0,9,0,0,43,3,55,2,1,4
IN0090000,1,0,5,0,0,35,4,44,2,0,3
NH0010400,3,2,8,0,0,37,3,48,4,2,9
VA027SP00,6,0,0,0,0,2,2,4,1,0,7
KS0130000,1,0,5,0,0,19,2,26,0,1,2
OH0040200,10,1,4,0,0,78,2,84,4,1,15
ID0020000,12,0,3,2,0,32,5,40,0,0,14
ME0120000,6,0,2,0,0,37,3,42,1,1,8
NJ0130600,0,0,7,0,0,27,0,34,0,0,0
TX129239E,0,0,0,0,0,0,1,1,0,0,0
CO0300100,223,24,436,1,0,2464,812,3712,36,57,317
WA0290300,16,0,66,0,0,171,32,269,0,0,16
MN0690900,4,0,1,0,0,57,1,59,0,0,4
OR026SP00,0,0,0,0,0,13,3,16,0,0,0
WA0080100,31,6,124,2,0,402,68,594,9,10,52
PA0030800,1,0,1,0,0,4,0,5,0,0,1
KY0180100,17,1,33,0,0,243,12,288,4,2,23
MI3633800,0,0,0,0,0,0,0,0,0,0,0
MI8118100,585,17,218,9,0,856,174,1248,60,39,693
AL0580200,4,0,6,0,0,21,4,31,0,1,5
PA0363400,4,0,4,0,0,56,7,67,1,0,5
FL0522600,0,0,0,0,0,8,0,8,0,0,0
NY0410200,232,8,248,5,0,1319,112,1679,18,82,337
IL0561000,6,0,6,0,0,23,1,30,1,1,8
CA0073300,0,0,0,0,0,3,0,3,0,0,0
FL0420300,10,0,15,0,0,48,6,69,0,0,10
MS0720000,48,5,61,2,0,302,91,454,7,8,65
WI0070000,22,1,55,0,0,117,27,199,7,2,31
TX1010900,97,6,146,2,1,1388,205,1739,33,45,177
OH0182800,69,0,26,0,0,25,38,89,4,8,81
MT0250000,70,3,63,1,0,156,48,267,19,1,91
PA0250200,427,20,280,5,1,1719,115,2114,49,86,567
MD0160600,18,0,86,2,0,413,39,538,1,19,40
CA0470100,7,0,9,0,0,9,3,21,0,0,7
NY0550100,43,1,35,0,0,433,29,497,6,13,62
KY0920400,0,0,0,0,0,1,1,2,0,0,0
NY0350100,77,5,42,2,0,373,23,438,8,22,109
AR0030000,35,0,66,0,0,251,33,350,8,0,43
CA0429960,2,0,0,0,0,11,43,54,0,0,2
VA080S100,0,0,0,0,0,1,0,1,0,0,0
MN0020100,30,2,16,0,0,175,35,226,7,8,45
WV0480000,0,0,2,1,0,2,0,4,1,0,2
IN0450200,7,0,8,0,0,122,11,141,2,2,11
NH004010X,3,0,3,0,0,18,4,25,3,0,6
TX1290900,21,0,37,0,0,86,16,139,5,6,32
WA0170000,399,64,741,15,8,2242,990,3973,78,164,656
NM0030400,0,0,0,0,0,5,0,5,0,0,0
NJ0161700,1,0,2,0,0,17,2,21,1,0,2
AL0550200,6,0,8,1,0,48,5,61,0,4,11
NC0630600,0,0,0,0,0,0,2,2,0,0,0
LA0200100,3,0,0,0,0,1,1,2,0,0,3
WI0320700,1,0,8,0,0,57,2,67,1,0,2
IA0720000,2,0,2,0,0,12,1,15,3,0,5
ID0410000,8,0,5,0,0,31,1,37,9,0,17
MO0951900,7,1,31,0,0,259,81,371,2,3,12
OK0460200,7,0,8,0,0,31,18,57,4,2,13
OKDI00400,1,0,15,0,0,15,1,31,0,0,1
WI0290100,1,0,0,0,0,2,2,4,0,0,1
UT0070000,32,3,65,0,0,123,28,216,18,1,51
NY0542200,0,0,2,0,0,12,0,14,0,0,0
AL0490700,1,0,5,0,0,13,2,20,0,0,1
AL0380200,4,0,0,0,0,10,0,10,0,0,4
WV0280000,50,2,39,0,0,98,26,163,8,3,61
MI2586000,40,1,37,1,0,150,24,211,8,1,50
AR0370300,14,0,9,0,0,5,0,14,3,0,17
AL0230200,24,0,24,0,0,109,7,140,3,4,31
WI0410400,1,0,1,0,0,43,7,51,0,0,1
IA0020000,3,0,1,0,0,5,0,6,0,0,3
AL0620800,0,0,0,0,0,0,0,0,0,0,0
PA0470300,0,0,0,0,0,0,0,0,0,0,0
PA0070100,12,8,68,0,0,246,22,336,17,13,42
AL0210300,0,0,0,0,0,0,0,0,0,0,0
WV0330700,0,1,0,0,0,0,0,0,0,0,0
OK0360200,2,0,8,0,0,26,5,39,0,0,2
GA0660100,10,1,5,0,0,59,11,75,0,2,12
MN0640200,17,0,2,0,0,56,4,62,5,0,22
TN0060200,0,0,3,0,0,3,0,6,0,1,1
MD0230000,26,0,28,0,0,82,12,122,1,5,32
GA1050200,0,0,1,0,0,6,0,7,0,0,0
AL0370100,13,0,10,0,0,30,2,42,0,0,13
PA0026000,0,0,3,0,0,2,1,6,0,0,0
ID0420000,45,0,70,0,0,40,9,119,4,1,50
VA0920100,7,0,8,0,0,233,5,246,5,4,16
PA0351300,1,0,4,0,0,9,0,13,0,0,1
NY0510100,809,31,880,27,0,14856,1353,17089,108,257,1201
TN0300200,1,0,1,0,0,3,1,5,0,0,1
CA0490800,216,12,89,2,1,521,104,714,37,47,302
LA0020000,19,1,17,1,0,67,11,95,4,0,24
CA0410500,23,3,117,0,0,649,35,801,1,20,44
VA0290100,572,13,662,23,5,14731,1359,16752,179,438,1212
IN0770000,21,2,22,0,0,55,27,104,0,1,22
WI0240400,0,0,0,0,0,2,0,2,0,0,0
WV0270300,0,0,0,0,0,6,0,6,0,0,0
IN0300700,8,0,6,0,0,89,11,106,2,0,10
VA006SP00,2,0,0,0,0,1,0,1,0,0,2
CA0350000,56,3,47,1,0,77,25,149,10,5,72
VT0120000,0,0,0,0,0,0,0,0,0,0,0
AL0640400,2,0,9,0,0,40,9,58,0,0,2
IA0850100,75,6,79,2,0,726,52,857,58,11,146
OK0380800,0,0,0,0,0,0,0,0,0,0,0
MI7217200,11,0,37,3,0,58,4,99,23,0,37
AL0070000,25,1,25,0,0,54,15,94,1,0,26
NY0590300,214,1,103,4,0,864,152,1119,17,96,331
NJ0080800,13,1,11,0,0,48,6,65,0,1,14
WA0170200,108,12,786,2,0,4299,484,5569,17,103,230
VA038SP00,0,0,0,0,0,1,1,2,0,0,0
KS0590200,0,0,0,0,0,1,0,1,0,0,0
AL0130000,45,6,77,1,0,159,44,280,4,2,52
OH0760500,1,0,8,0,0,35,5,48,1,0,2
FL0290600,6,0,16,0,0,1022,127,1165,0,1,7
MNGED0000,0,0,0,0,0,1,0,1,0,0,0
CA0199901,4,0,3,0,0,6,19,28,0,0,4
OK0640100,4,2,9,0,0,29,3,41,0,0,4
WA0311000,1,0,10,0,0,12,1,23,1,1,3
WA0311500,11,0,16,0,0,55,5,76,0,3,14
TX0540000,4,0,10,0,0,7,4,21,0,0,4
CT0019100,0,0,0,0,0,4,0,4,1,0,1
IN0450000,5,0,2,0,0,25,3,30,2,0,7
MI2302300,41,3,23,0,0,66,8,97,20,0,61
MA0112200,7,0,4,0,0,40,7,51,0,0,7
OH0291300,5,0,9,0,0,158,7,174,2,2,9
OH0430700,4,0,2,0,0,34,1,37,2,0,6
OK0320200,8,1,5,0,0,25,12,42,0,0,8
TX1100100,124,0,80,0,0,174,24,278,5,5,134
OR0030100,12,6,17,1,0,165,28,210,5,4,22
MO0240300,25,1,18,1,0,202,15,235,9,5,40
PA0027300,0,0,0,0,0,0,0,0,0,0,0
MO0501500,23,1,3,0,0,4,3,10,0,0,23
OH0160000,42,2,41,0,0,295,30,366,10,1,53
WA0171100,4,0,40,0,0,267,34,341,1,2,7
VA016SP00,2,0,0,0,0,1,0,1,0,0,2
MI1630900,8,0,16,0,0,72,2,90,9,0,17
MN0270600,26,0,131,0,0,847,74,1052,7,16,49
KS0550100,2,0,0,0,0,11,1,12,0,0,2
KY0050100,16,2,46,0,0,214,28,288,6,3,25
NC0600700,26,0,111,1,0,726,49,886,4,18,49
OH0210000,28,3,75,1,0,783,31,889,36,2,67
TX2480000,2,0,13,0,0,27,13,53,1,0,3
CA0302400,195,10,477,4,0,1725,458,2660,18,138,355
NY0290100,9,0,13,0,0,164,9,186,3,2,14
CA0101700,0,0,12,0,0,79,5,96,0,0,0
MO1020200,5,1,1,1,0,2,1,4,0,0,6
MO0330000,16,1,10,0,0,38,7,55,4,0,20
TX0820300,2,0,9,0,0,3,5,17,0,1,3
ND0130200,2,0,2,0,0,13,2,17,0,0,2
CO0620500,1,0,2,0,0,36,11,49,4,0,5
PA0365800,6,1,8,0,0,95,13,116,0,1,7
NY0060100,16,0,23,0,0,175,10,208,3,2,21
TX1721000,1,0,0,0,0,0,0,0,0,0,1
NB0100300,0,0,0,0,0,1,0,1,0,0,0
MN0271100,2989,102,2552,79,7,13498,6141,22191,330,1772,5170
FL0531600,115,5,125,2,0,707,71,903,50,7,174
FL0600500,0,0,0,0,0,4,0,4,0,0,0
OH0781400,4,0,6,0,0,32,0,38,1,0,5
TX1450100,4,0,10,1,0,19,1,30,0,0,5
MO0800000,4,1,5,1,0,19,3,27,3,0,8
MS0253200,20,1,16,0,0,95,34,145,2,7,29
KS0872400,0,0,0,0,0,12,0,12,0,0,0
NBNSP0400,1,0,0,0,0,0,0,0,0,0,1
GA0920100,117,2,90,14,0,1058,126,1274,16,48,195
NC0780500,23,1,38,2,0,96,9,143,0,2,27
AL0022200,5,0,14,0,0,41,9,64,0,1,6
NJ0100400,0,0,0,0,0,0,0,0,0,0,0
KS0670200,0,0,0,1,0,4,0,4,0,1,2
MO0360400,21,0,12,0,0,78,11,101,2,0,23
MO0350000,3,0,11,0,0,24,10,45,0,0,3
IL0790600,0,0,0,0,0,0,0,0,1,0,1
MS0480400,0,0,2,0,0,2,0,4,0,0,0
GA0890100,189,8,86,1,0,786,67,939,17,13,220
PA0153700,1,0,0,0,0,6,1,7,0,0,1
MI5354000,17,1,13,0,0,55,1,69,8,0,25
MO0260000,45,3,21,0,0,144,35,200,2,2,49
OR0300200,19,4,29,0,0,91,34,154,4,7,30
FL013670X,46,0,32,0,0,653,71,756,8,16,70
TX2203000,32,3,43,0,0,249,9,301,10,2,44
PA0410000,1,0,0,0,0,0,0,0,0,0,1
IA0650000,4,0,12,0,0,55,18,85,3,0,7
MI2583900,204,1,99,4,0,559,83,741,23,11,242
TN0310400,4,0,11,0,0,22,3,36,0,0,4
VA0850000,18,0,11,0,0,165,7,183,13,0,31
AL0030500,0,0,0,0,0,0,0,0,0,0,0
SC0290100,9,0,17,1,0,170,8,195,8,1,19
PA0020R00,0,0,2,0,0,43,1,46,0,0,0
NY159WN00,0,0,0,0,0,4,0,4,0,0,0
NY0559100,0,0,1,0,0,21,1,23,0,0,0
CO0250300,2,0,16,0,0,7,2,25,2,0,4
FL0520500,8,0,10,0,0,155,15,180,4,2,14
VA0530000,169,29,103,4,0,2085,174,2362,89,33,295
OK0770100,32,7,124,0,0,219,15,358,17,0,49
PA0150400,4,0,3,0,0,79,4,86,0,0,4
CA0390600,207,16,152,2,2,1112,210,1474,22,58,289
KS0461700,11,0,10,0,0,78,15,103,2,0,13
TX1550500,24,0,36,1,0,126,21,183,2,2,29
TX2040500,0,0,0,0,0,1,0,1,3,0,3
AK0011000,0,0,0,0,0,5,0,5,0,0,0
PA0220200,167,8,109,14,0,351,76,536,14,50,245
MTDI05100,10,1,4,1,0,1,1,6,1,0,12
GA0510300,4,1,1,0,0,16,3,20,0,0,4
OK055529E,0,1,4,0,0,15,1,20,0,0,0
GA0330600,48,1,43,0,0,262,24,329,12,4,64
NJ0133800,3,0,12,1,0,25,3,40,0,2,6
MD0040100,93,0,0,1,1,187,88,275,0,3,97
GA0609900,0,0,0,0,0,1,0,1,0,0,0
WV0050100,0,0,2,0,0,10,3,15,0,0,0
TX0800200,4,0,104,0,0,15,3,122,5,0,9
OH0471100,0,0,0,0,0,1,0,1,0,0,0
CA0100200,116,10,55,0,0,85,10,150,4,6,126
NH0071400,4,0,3,0,0,31,2,36,1,0,5
SC0422800,0,0,0,0,0,20,20,40,0,0,0
TX0180100,6,0,2,0,0,6,2,10,0,1,7
WI0411700,22,2,17,0,0,442,120,579,3,27,52
MI8046300,10,0,7,0,0,17,4,28,2,1,13
IL0841800,1,0,0,0,0,6,0,6,2,0,3
VA075S100,0,1,0,0,0,0,0,0,0,0,0
WI0540300,3,0,3,0,0,32,3,38,0,0,3
NY0460100,353,26,315,8,0,1773,208,2296,29,118,508
IL0160100,21,6,48,0,0,366,97,511,16,24,61
PA0405100,2,0,0,0,0,21,1,22,0,0,2
NJ0070700,1,0,4,0,0,26,3,33,1,0,2
MN0810100,2,0,8,0,0,14,1,23,1,0,3
OH0460200,1,0,3,1,0,4,0,7,0,0,2
TX2201700,6,0,25,3,0,62,15,102,5,3,17
TX0430500,162,7,210,3,0,1767,186,2163,49,24,238
GA0670200,1998,34,1027,27,49,5899,1090,8016,306,287,2618
NC0790700,0,0,6,0,0,9,0,15,0,0,0
KS0460500,239,11,236,2,0,1276,235,1747,56,27,324
TX0612800,3,0,5,0,0,79,9,93,2,0,5
OK0211600,2,0,7,0,0,28,7,42,0,0,2
CA0049940,1,0,0,0,0,22,135,157,0,0,1
NC0410100,12,0,24,0,0,51,10,85,5,1,18
OH0781600,6,1,9,0,0,43,6,58,0,0,6
PA0653700,1,0,0,0,0,12,1,13,0,0,1
WA0130300,6,3,46,1,0,126,38,210,4,3,14
NJ0190200,3,0,1,0,0,9,1,11,0,0,3
NJ0134000,4,3,15,0,0,93,15,123,11,5,20
